Technique_ID,Technique_Name,Tactic_ID,Tactic_Name,Parent_Technique_ID,URL
T1542.001,Pre-OS Boot:  System Firmware,TA0003,Persistence,T1542,https://attack.mitre.org/techniques/T1542/001/
T1542.002,Pre-OS Boot:  Component Firmware,TA0003,Persistence,T1542,https://attack.mitre.org/techniques/T1542/002/
T1542.003,Pre-OS Boot:  Bootkit,TA0003,Persistence,T1542,https://attack.mitre.org/techniques/T1542/003/
T1542.004,Pre-OS Boot:  ROMMONkit,TA0003,Persistence,T1542,https://attack.mitre.org/techniques/T1542/004/
T1542.005,Pre-OS Boot:  TFTP Boot,TA0003,Persistence,T1542,https://attack.mitre.org/techniques/T1542/005/
T1053,Scheduled Task / Job,TA0003,Persistence,<none>,https://attack.mitre.org/techniques/T1053/
T1053.002,Scheduled Task / Job:  At,TA0003,Persistence,T1053,https://attack.mitre.org/techniques/T1053/002/
T1053.003,Scheduled Task / Job:  Cron,TA0003,Persistence,T1053,https://attack.mitre.org/techniques/T1053/003/
T1053.005,Scheduled Task / Job:  Scheduled Task,TA0003,Persistence,T1053,https://attack.mitre.org/techniques/T1053/005/
T1053.006,Scheduled Task / Job:  Systemd Timers,TA0003,Persistence,T1053,https://attack.mitre.org/techniques/T1053/006/
T1053.007,Scheduled Task / Job:  Container Orchestration Job,TA0003,Persistence,T1053,https://attack.mitre.org/techniques/T1053/007/
T1505,Server Software Component,TA0003,Persistence,<none>,https://attack.mitre.org/techniques/T1505/
T1505.001,Server Software Component:  SQL Stored Procedures,TA0003,Persistence,T1505,https://attack.mitre.org/techniques/T1505/001/
T1505.002,Server Software Component:  Transport Agent,TA0003,Persistence,T1505,https://attack.mitre.org/techniques/T1505/002/
T1505.003,Server Software Component:  Web Shell,TA0003,Persistence,T1505,https://attack.mitre.org/techniques/T1505/003/
T1505.004,Server Software Component:  IIS Components,TA0003,Persistence,T1505,https://attack.mitre.org/techniques/T1505/004/
T1505.005,Server Software Component:  Terminal Services DLL,TA0003,Persistence,T1505,https://attack.mitre.org/techniques/T1505/005/
T1205,Traffic Signaling,TA0003,Persistence,<none>,https://attack.mitre.org/techniques/T1205/
T1205.001,Traffic Signaling:  Port Knocking,TA0003,Persistence,T1205,https://attack.mitre.org/techniques/T1205/001/
T1205.002,Traffic Signaling:  Socket Filters,TA0003,Persistence,T1205,https://attack.mitre.org/techniques/T1205/002/
T1078,Valid Accounts,TA0003,Persistence,<none>,https://attack.mitre.org/techniques/T1078/
T1078.001,Valid Accounts:  Default Accounts,TA0003,Persistence,T1078,https://attack.mitre.org/techniques/T1078/001/
T1078.002,Valid Accounts:  Domain Accounts,TA0003,Persistence,T1078,https://attack.mitre.org/techniques/T1078/002/
T1078.003,Valid Accounts:  Local Accounts,TA0003,Persistence,T1078,https://attack.mitre.org/techniques/T1078/003/
T1078.004,Valid Accounts:  Cloud Accounts,TA0003,Persistence,T1078,https://attack.mitre.org/techniques/T1078/004/
T1548,Abuse Elevation Control Mechanism,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1548/
T1548.001,Abuse Elevation Control Mechanism:  SetUID and SetGID,TA0004,Privilege Escalation,T1548,https://attack.mitre.org/techniques/T1548/001/
T1548.002,Abuse Elevation Control Mechanism:  Bypass User Account Control,TA0004,Privilege Escalation,T1548,https://attack.mitre.org/techniques/T1548/002/
T1548.003,Abuse Elevation Control Mechanism:  Sudo and Sudo Caching,TA0004,Privilege Escalation,T1548,https://attack.mitre.org/techniques/T1548/003/
T1548.004,Abuse Elevation Control Mechanism:  Elevated Execution with Prompt,TA0004,Privilege Escalation,T1548,https://attack.mitre.org/techniques/T1548/004/
T1548.005,Abuse Elevation Control Mechanism:  Temporary Elevated Cloud Access,TA0004,Privilege Escalation,T1548,https://attack.mitre.org/techniques/T1548/005/
T1134,Access Token Manipulation,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1134/
T1134.001,Access Token Manipulation:  Token Impersonation / Theft,TA0004,Privilege Escalation,T1134,https://attack.mitre.org/techniques/T1134/001/
T1134.002,Access Token Manipulation:  Create Process with Token,TA0004,Privilege Escalation,T1134,https://attack.mitre.org/techniques/T1134/002/
T1134.003,Access Token Manipulation:  Make and Impersonate Token,TA0004,Privilege Escalation,T1134,https://attack.mitre.org/techniques/T1134/003/
T1134.004,Access Token Manipulation:  Parent PID Spoofing,TA0004,Privilege Escalation,T1134,https://attack.mitre.org/techniques/T1134/004/
T1134.005,Access Token Manipulation:  SID-History Injection,TA0004,Privilege Escalation,T1134,https://attack.mitre.org/techniques/T1134/005/
T1098,Account Manipulation,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1098/
T1098.001,Account Manipulation:  Additional Cloud Credentials,TA0004,Privilege Escalation,T1098,https://attack.mitre.org/techniques/T1098/001/
T1098.002,Account Manipulation:  Additional Email Delegate Permissions,TA0004,Privilege Escalation,T1098,https://attack.mitre.org/techniques/T1098/002/
T1098.003,Account Manipulation:  Additional Cloud Roles,TA0004,Privilege Escalation,T1098,https://attack.mitre.org/techniques/T1098/003/
T1098.004,Account Manipulation:  SSH Authorized Keys,TA0004,Privilege Escalation,T1098,https://attack.mitre.org/techniques/T1098/004/
T1098.005,Account Manipulation:  Device Registration,TA0004,Privilege Escalation,T1098,https://attack.mitre.org/techniques/T1098/005/
T1098.006,Account Manipulation:  Additional Container Cluster Roles,TA0004,Privilege Escalation,T1098,https://attack.mitre.org/techniques/T1098/006/
T1547,Boot or Logon Autostart Execution,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1547/
T1547.001,Boot or Logon Autostart Execution:  Registry Run Keys / Startup Folder,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/001/
T1547.002,Boot or Logon Autostart Execution:  Authentication Package,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/002/
T1547.003,Boot or Logon Autostart Execution:  Time Providers,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/003/
T1547.004,Boot or Logon Autostart Execution:  Winlogon Helper DLL,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/004/
T1547.005,Boot or Logon Autostart Execution:  Security Support Provider,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/005/
T1547.006,Boot or Logon Autostart Execution:  Kernel Modules and Extensions,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/006/
T1547.007,Boot or Logon Autostart Execution:  Re-opened Applications,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/007/
T1547.008,Boot or Logon Autostart Execution:  LSASS Driver,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/008/
T1547.009,Boot or Logon Autostart Execution:  Shortcut Modification,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/009/
T1547.010,Boot or Logon Autostart Execution:  Port Monitors,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/010/
T1547.012,Boot or Logon Autostart Execution:  Print Processors,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/012/
T1547.013,Boot or Logon Autostart Execution:  XDG Autostart Entries,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/013/
T1547.014,Boot or Logon Autostart Execution:  Active Setup,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/014/
T1547.015,Boot or Logon Autostart Execution:  Login Items,TA0004,Privilege Escalation,T1547,https://attack.mitre.org/techniques/T1547/015/
T1037,Boot or Logon Initialization Scripts,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1037/
T1037.001,Boot or Logon Initialization Scripts:  Logon Script (Windows),TA0004,Privilege Escalation,T1037,https://attack.mitre.org/techniques/T1037/001/
T1037.002,Boot or Logon Initialization Scripts:  Login Hook,TA0004,Privilege Escalation,T1037,https://attack.mitre.org/techniques/T1037/002/
T1037.003,Boot or Logon Initialization Scripts:  Network Logon Script,TA0004,Privilege Escalation,T1037,https://attack.mitre.org/techniques/T1037/003/
T1037.004,Boot or Logon Initialization Scripts:  RC Scripts,TA0004,Privilege Escalation,T1037,https://attack.mitre.org/techniques/T1037/004/
T1037.005,Boot or Logon Initialization Scripts:  Startup Items,TA0004,Privilege Escalation,T1037,https://attack.mitre.org/techniques/T1037/005/
T1543,Create or Modify System Process,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1543/
T1543.001,Create or Modify System Process:  Launch Agent,TA0004,Privilege Escalation,T1543,https://attack.mitre.org/techniques/T1543/001/
T1543.002,Create or Modify System Process:  Systemd Service,TA0004,Privilege Escalation,T1543,https://attack.mitre.org/techniques/T1543/002/
T1543.003,Create or Modify System Process:  Windows Service,TA0004,Privilege Escalation,T1543,https://attack.mitre.org/techniques/T1543/003/
T1543.004,Create or Modify System Process:  Launch Daemon,TA0004,Privilege Escalation,T1543,https://attack.mitre.org/techniques/T1543/004/
T1484,Domain Policy Modification,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1484/
T1484.001,Domain Policy Modification:  Group Policy Modification,TA0004,Privilege Escalation,T1484,https://attack.mitre.org/techniques/T1484/001/
T1484.002,Domain Policy Modification:  Domain Trust Modification,TA0004,Privilege Escalation,T1484,https://attack.mitre.org/techniques/T1484/002/
T1611,Escape to Host,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1611/
T1546,Event Triggered Execution,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1546/
T1546.001,Event Triggered Execution:  Change Default File Association,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/001/
T1546.002,Event Triggered Execution:  Screensaver,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/002/
T1546.003,Event Triggered Execution:  Windows Management Instrumentation Event Subscription,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/003/
T1546.004,Event Triggered Execution:  Unix Shell Configuration Modification,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/004/
T1546.005,Event Triggered Execution:  Trap,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/005/
T1546.006,Event Triggered Execution:  LC_LOAD_DYLIB Addition,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/006/
T1546.007,Event Triggered Execution:  Netsh Helper DLL,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/007/
T1546.008,Event Triggered Execution:  Accessibility Features,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/008/
T1546.009,Event Triggered Execution:  AppCert DLLs,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/009/
T1546.010,Event Triggered Execution:  AppInit DLLs,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/010/
T1546.011,Event Triggered Execution:  Application Shimming,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/011/
T1546.012,Event Triggered Execution:  Image File Execution Options Injection,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/012/
T1546.013,Event Triggered Execution:  Powershell Profile,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/013/
T1546.014,Event Triggered Execution:  Emond,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/014/
T1546.015,Event Triggered Execution:  Component Object Model Hijacking,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/015/
T1546.016,Event Triggered Execution:  Installer Packages,TA0004,Privilege Escalation,T1546,https://attack.mitre.org/techniques/T1546/016/
T1068,Exploitation for Privilege Escalation,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1068/
T1574,Hijack Execution Flow,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1574/
T1574.001,Hijack Execution Flow:  DLL Search Order Hijacking,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/001/
T1574.002,Hijack Execution Flow:  DLL Side-Loading,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/002/
T1574.004,Hijack Execution Flow:  Dylib Hijacking,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/004/
T1574.005,Hijack Execution Flow:  Executable Installer File Permissions Weakness,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/005/
T1574.006,Hijack Execution Flow:  Dynamic Linker Hijacking,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/006/
T1574.007,Hijack Execution Flow:  Path Interception by PATH Environment Variable,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/007/
T1574.008,Hijack Execution Flow:  Path Interception by Search Order Hijacking,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/008/
T1574.009,Hijack Execution Flow:  Path Interception by Unquoted Path,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/009/
T1574.010,Hijack Execution Flow:  Services File Permissions Weakness,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/010/
T1574.011,Hijack Execution Flow:  Services Registry Permissions Weakness,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/011/
T1574.012,Hijack Execution Flow:  COR_PROFILER,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/012/
T1574.013,Hijack Execution Flow:  KernelCallbackTable,TA0004,Privilege Escalation,T1574,https://attack.mitre.org/techniques/T1574/013/
T1055,Process Injection,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1055/
T1055.001,Process Injection:  Dynamic-link Library Injection,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/001/
T1055.002,Process Injection:  Portable Executable Injection,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/002/
T1055.003,Process Injection:  Thread Execution Hijacking,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/003/
T1055.004,Process Injection:  Asynchronous Procedure Call,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/004/
T1055.005,Process Injection:  Thread Local Storage,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/005/
T1055.008,Process Injection:  Ptrace System Calls,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/008/
T1055.009,Process Injection:  Proc Memory,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/009/
T1055.011,Process Injection:  Extra Window Memory Injection,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/011/
T1055.012,Process Injection:  Process Hollowing,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/012/
T1055.013,Process Injection:  Process Doppelganging,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/013/
T1055.014,Process Injection:  VDSO Hijacking,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/014/
T1055.015,Process Injection:  ListPlanting,TA0004,Privilege Escalation,T1055,https://attack.mitre.org/techniques/T1055/015/
T1053,Scheduled Task / Job,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1053/
T1053.002,Scheduled Task / Job:  At,TA0004,Privilege Escalation,T1053,https://attack.mitre.org/techniques/T1053/002/
T1053.003,Scheduled Task / Job:  Cron,TA0004,Privilege Escalation,T1053,https://attack.mitre.org/techniques/T1053/003/
T1053.005,Scheduled Task / Job:  Scheduled Task,TA0004,Privilege Escalation,T1053,https://attack.mitre.org/techniques/T1053/005/
T1053.006,Scheduled Task / Job:  Systemd Timers,TA0004,Privilege Escalation,T1053,https://attack.mitre.org/techniques/T1053/006/
T1053.007,Scheduled Task / Job:  Container Orchestration Job,TA0004,Privilege Escalation,T1053,https://attack.mitre.org/techniques/T1053/007/
T1078,Valid Accounts,TA0004,Privilege Escalation,<none>,https://attack.mitre.org/techniques/T1078/
T1078.001,Valid Accounts:  Default Accounts,TA0004,Privilege Escalation,T1078,https://attack.mitre.org/techniques/T1078/001/
T1078.002,Valid Accounts:  Domain Accounts,TA0004,Privilege Escalation,T1078,https://attack.mitre.org/techniques/T1078/002/
T1078.003,Valid Accounts:  Local Accounts,TA0004,Privilege Escalation,T1078,https://attack.mitre.org/techniques/T1078/003/
T1078.004,Valid Accounts:  Cloud Accounts,TA0004,Privilege Escalation,T1078,https://attack.mitre.org/techniques/T1078/004/
T1548,Abuse Elevation Control Mechanism,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1548/
T1548.001,Abuse Elevation Control Mechanism:  SetUID and SetGID,TA0005,Defense Evasion,T1548,https://attack.mitre.org/techniques/T1548/001/
T1548.002,Abuse Elevation Control Mechanism:  Bypass User Account Control,TA0005,Defense Evasion,T1548,https://attack.mitre.org/techniques/T1548/002/
T1548.003,Abuse Elevation Control Mechanism:  Sudo and Sudo Caching,TA0005,Defense Evasion,T1548,https://attack.mitre.org/techniques/T1548/003/
T1548.004,Abuse Elevation Control Mechanism:  Elevated Execution with Prompt,TA0005,Defense Evasion,T1548,https://attack.mitre.org/techniques/T1548/004/
T1548.005,Abuse Elevation Control Mechanism:  Temporary Elevated Cloud Access,TA0005,Defense Evasion,T1548,https://attack.mitre.org/techniques/T1548/005/
T1134,Access Token Manipulation,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1134/
T1134.001,Access Token Manipulation:  Token Impersonation / Theft,TA0005,Defense Evasion,T1134,https://attack.mitre.org/techniques/T1134/001/
T1134.002,Access Token Manipulation:  Create Process with Token,TA0005,Defense Evasion,T1134,https://attack.mitre.org/techniques/T1134/002/
T1134.003,Access Token Manipulation:  Make and Impersonate Token,TA0005,Defense Evasion,T1134,https://attack.mitre.org/techniques/T1134/003/
T1134.004,Access Token Manipulation:  Parent PID Spoofing,TA0005,Defense Evasion,T1134,https://attack.mitre.org/techniques/T1134/004/
T1134.005,Access Token Manipulation:  SID-History Injection,TA0005,Defense Evasion,T1134,https://attack.mitre.org/techniques/T1134/005/
T1197,BITS Jobs,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1197/
T1612,Build Image on Host,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1612/
T1622,Debugger Evasion,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1622/
T1140,Deobfuscate / Decode Files of Information,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1140/
T1610,Deploy Container,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1610/
T1006,Direct Volume Access,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1006/
T1484,Domain Policy Modification,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1484/
T1484.001,Domain Policy Modification:  Group Policy Modification,TA0005,Defense Evasion,T1484,https://attack.mitre.org/techniques/T1484/001/
T1484.002,Domain Policy Modification:  Domain Trust Modification,TA0005,Defense Evasion,T1484,https://attack.mitre.org/techniques/T1484/002/
T1480,Execution Guardrails,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1480/
T1480.001,Environmental Keying,TA0005,Defense Evasion,T1480,https://attack.mitre.org/techniques/T1480/001/
T1211,Exploitation for Defense Evasion,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1211/
T1222,File and Directory Permissions Modification,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1222/
T1222.001,File and Directory Permissions Modification:  Windows File and Directory Permissions Modification,TA0005,Defense Evasion,T1222,https://attack.mitre.org/techniques/T1222/001/
T1222.002,File and Directory Permissions Modification:  Linux and Mac File and Directory Permissions Modification,TA0005,Defense Evasion,T1222,https://attack.mitre.org/techniques/T1222/002/
T1564,Hide Artifacts,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1564/
T1564.001,Hide Artifacts:  Hidden Files and Directories,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/001/
T1564.002,Hide Artifacts:  Hidden Users,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/002/
T1564.003,Hide Artifacts:  Hidden Window,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/003/
T1564.004,Hide Artifacts:  NTFS File Attributes,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/004/
T1564.005,Hide Artifacts:  Hidden File System,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/005/
T1564.006,Hide Artifacts:  Run Virtual Instance,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/006/
T1564.007,Hide Artifacts:  VBA Stomping,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/007/
T1564.008,Hide Artifacts:  Email Hiding Rules,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/008/
T1564.009,Hide Artifacts:  Resource Forking,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/009/
T1564.010,Hide Artifacts:  Process Argument Spoofing,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/010/
T1564.011,Hide Artifacts:  Ignore Process Interrupts,TA0005,Defense Evasion,T1564,https://attack.mitre.org/techniques/T1564/011/
T1574,Hijack Execution Flow,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1574/
T1574.001,Hijack Execution Flow:  DLL Search Order Hijacking,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/001/
T1574.002,Hijack Execution Flow:  DLL Side-Loading,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/002/
T1574.004,Hijack Execution Flow:  Dylib Hijacking,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/004/
T1574.005,Hijack Execution Flow:  Executable Installer File Permissions Weakness,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/005/
T1574.006,Hijack Execution Flow:  Dynamic Linker Hijacking,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/006/
T1574.007,Hijack Execution Flow:  Path Interception by PATH Environment Variable,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/007/
T1574.008,Hijack Execution Flow:  Path Interception by Search Order Hijacking,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/008/
T1574.009,Hijack Execution Flow:  Path Interception by Unquoted Path,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/009/
T1574.010,Hijack Execution Flow:  Services File Permissions Weakness,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/010/
T1574.011,Hijack Execution Flow:  Services Registry Permissions Weakness,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/011/
T1574.012,Hijack Execution Flow:  COR_PROFILER,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/012/
T1574.013,Hijack Execution Flow:  KernelCallbackTable,TA0005,Defense Evasion,T1574,https://attack.mitre.org/techniques/T1574/013/
T1562,Impair Defenses,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1562/
T1562.001,Impair Defenses:  Disable or Modify Tools,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/001/
T1562.002,Impair Defenses:  Disable Windows Event Logging,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/002/
T1562.003,Impair Defenses:  Impair Command History Logging,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/003/
T1562.004,Impair Defenses:  Disable or Modify System Firewall,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/004/
T1562.006,Impair Defenses:  Indicator Blocking,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/006/
T1562.007,Impair Defenses:  Disable or Modify Cloud Firewall,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/007/
T1562.008,Impair Defenses:  Disable or Modify Cloud Logs,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/008/
T1562.009,Impair Defenses:  Safe Mode Boot,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/009/
T1562.010,Impair Defenses:  Downgrade Attack,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/010/
T1562.011,Impair Defenses:  Spoof Security Alerting,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/011/
T1562.012,Impair Defenses:  Disable or Modify Linux Audit System,TA0005,Defense Evasion,T1562,https://attack.mitre.org/techniques/T1562/012/
T1656,Impersonation,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1656/
T1070,Indicator Removal,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1070/
T1070.001,Indicator Removal:  Clear Windows Event Logs,TA0005,Defense Evasion,T1070,https://attack.mitre.org/techniques/T1070/001/
T1070.002,Indicator Removal:  Clear Linux or Mac System Logs,TA0005,Defense Evasion,T1070,https://attack.mitre.org/techniques/T1070/002/
T1070.003,Indicator Removal:  Clear Command History,TA0005,Defense Evasion,T1070,https://attack.mitre.org/techniques/T1070/003/
T1070.004,Indicator Removal:  File Deletion,TA0005,Defense Evasion,T1070,https://attack.mitre.org/techniques/T1070/004/
T1070.005,Indicator Removal:  Network Share Connection Removal,TA0005,Defense Evasion,T1070,https://attack.mitre.org/techniques/T1070/005/
T1070.006,Indicator Removal:  Timestomp,TA0005,Defense Evasion,T1070,https://attack.mitre.org/techniques/T1070/006/
T1070.007,Indicator Removal:  Clear Network Connection History and Configurations,TA0005,Defense Evasion,T1070,https://attack.mitre.org/techniques/T1070/007/
T1070.008,Indicator Removal:  Clear Mailbox Data,TA0005,Defense Evasion,T1070,https://attack.mitre.org/techniques/T1070/008/
T1070.009,Indicator Removal:  Clear Persistence,TA0005,Defense Evasion,T1070,https://attack.mitre.org/techniques/T1070/009/
T1202,Indirect Command Execution,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1202/
T1036,Masquerading,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1036/
T1036.001,Masquerading:  Invalid Code Signature,TA0005,Defense Evasion,T1036,https://attack.mitre.org/techniques/T1036/001/
T1036.002,Masquerading:  Right to Left Override,TA0005,Defense Evasion,T1036,https://attack.mitre.org/techniques/T1036/002/
T1036.003,Masquerading:  Rename System Utilities,TA0005,Defense Evasion,T1036,https://attack.mitre.org/techniques/T1036/003/
T1036.004,Masquerading:  Masquerade Task or Service,TA0005,Defense Evasion,T1036,https://attack.mitre.org/techniques/T1036/004/
T1036.005,Masquerading:  Match Legitimate Name or Location,TA0005,Defense Evasion,T1036,https://attack.mitre.org/techniques/T1036/005/
T1036.006,Masquerading:  Space after Filename,TA0005,Defense Evasion,T1036,https://attack.mitre.org/techniques/T1036/006/
T1036.007,Masquerading:  Double File Extension,TA0005,Defense Evasion,T1036,https://attack.mitre.org/techniques/T1036/007/
T1036.008,Masquerading:  Masquerade File Type,TA0005,Defense Evasion,T1036,https://attack.mitre.org/techniques/T1036/008/
T1036.009,Masquerading:  Break Process Trees,TA0005,Defense Evasion,T1036,https://attack.mitre.org/techniques/T1036/009/
T1556,Modify Authentication Process,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1556/
T1556.001,Modify Authentication Process:  Domain Controller Authentication,TA0005,Defense Evasion,T1556,https://attack.mitre.org/techniques/T1556/001/
T1556.002,Modify Authentication Process:  Password Filter DLL,TA0005,Defense Evasion,T1556,https://attack.mitre.org/techniques/T1556/002/
T1556.003,Modify Authentication Process:  Pluggable Authentication Modules,TA0005,Defense Evasion,T1556,https://attack.mitre.org/techniques/T1556/003/
